사고신고사유,사고일시,공정율,날씨,지역,공사종류,공사비,공종(소분류),사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상~20미만 사망자,20이상~30미만 사망자,30이상~40미만 사망자,40이상~50미만 사망자,50이상~60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상~20미만 부상자,20이상~30미만 부상자,30이상~40미만 부상자,40이상~50미만 부상자,50이상~60미만 부상자,60이상 부상자
3일이상 휴업이 필요한 부상,2019-07-23 15:40,80~89%,맑음,대구광역시,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-23 16:00,90% 이상,맑음,강원도,조경/기타,"1,000만원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-23 17:30,40~49%,맑음,경기도,토목/터널/철도터널,"500억 ~ 1,000억원 미만",터널공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-23 17:40,10~19%,맑음,강원도,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-24 8:30,40~49%,맑음,경상남도,건축/건축물/공장,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-24 8:34,20~29%,맑음,강원도,건축/건축물/판매시설,20억 ~ 50억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-24 8:40,10~19%,맑음,강원도,산업환경설비/발전시설,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-24 9:40,40~49%,맑음,대구광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-24 10:10,30~39%,흐림,서울특별시,건축/건축물/공장,"500억 ~ 1,000억원 미만",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-07-24 10:48,20~29%,흐림,충청남도,산업환경설비/발전시설,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-07-24 10:50,60~69%,강우,경기도,건축/건축물/의료시설,300억 ~ 500억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-24 10:50,50~59%,강우,서울특별시,건축/건축물/방송통신시설,200억 ~ 300억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-24 11:00,60~69%,흐림,경기도,건축/건축물/업무시설,"500억 ~ 1,000억원 미만",도장공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-24 12:00,40~49%,흐림,부산광역시,건축/건축물/노유자시설,3억 ~ 5억원 미만,전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-24 14:00,70~79%,맑음,경상북도,건축/건축물/교육연구시설,150억 ~ 200억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-24 14:00,10~19%,맑음,대전광역시,건축/건축물/교육연구시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-24 14:30,50~59%,흐림,경기도,건축/건축물/업무시설,50억 ~ 100억원 미만,지붕 및 홈통공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-24 15:00,40~49%,흐림,세종특별자치시,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-24 15:00,90% 이상,맑음,전라북도,건축/건축물/교육연구시설,3억 ~ 5억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-24 16:00,20~29%,맑음,경기도,건축/건축물/공장,"1,000억원 이상",철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
"3일이상 휴업이 필요한 부상, 기타",2019-07-24 16:40,10% 미만,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-25 7:20,40~49%,맑음,전라남도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2019-07-25 7:35,20~29%,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-07-25 10:00,80~89%,맑음,서울특별시,건축/건축물/공동주택,200억 ~ 300억원 미만,미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-25 10:50,40~49%,흐림,경기도,건축/건축물/업무시설,200억 ~ 300억원 미만,전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-25 15:00,70~79%,맑음,광주광역시,건축/건축물/단독주택,3억 ~ 5억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-25 15:30,50~59%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-25 15:40,20~29%,흐림,경상남도,토목/상하수도/하수도,100억 ~ 150억원 미만,도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-25 16:00,10~19%,맑음,전라남도,건축/건축물/공동주택,300억 ~ 500억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-26 8:00,90% 이상,강우,서울특별시,건축/건축물/공동주택,150억 ~ 200억원 미만,수장공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"사망 1명 이상, 3일이상 휴업이 필요한 부상",2019-07-26 8:30,10% 미만,맑음,부산광역시,건축/건축물/공동주택,"1,000억원 이상",건축 토공사,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-26 8:50,80~89%,흐림,부산광역시,건축/건축물/공동주택,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-26 9:10,40~49%,강우,서울특별시,건축/건축물/노유자시설,50억 ~ 100억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-26 9:10,60~69%,흐림,전라남도,건축/건축물/교육연구시설,150억 ~ 200억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-26 10:00,80~89%,강우,경기도,건축/건축물/공동주택,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-26 10:00,80~89%,강우,부산광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-26 10:40,30~39%,맑음,대전광역시,건축/건축물/교정 및 군사시설,10억 ~ 20억원 미만,미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-26 12:00,30~39%,강우,인천광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-26 16:00,90% 이상,강우,경기도,건축/건축물/교육연구시설,20억 ~ 50억원 미만,도장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-26 16:00,60~69%,강우,충청남도,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,1,0
3일이상 휴업이 필요한 부상,2019-07-27 7:30,10% 미만,강우,경상남도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-27 8:00,70~79%,강우,서울특별시,건축/건축물/업무시설,150억 ~ 200억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-27 11:40,30~39%,흐림,제주특별자치도,토목/항만/계류시설,150억 ~ 200억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-27 14:00,70~79%,강우,전라남도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-27 14:25,70~79%,맑음,서울특별시,건축/건축물/창고시설,3억 ~ 5억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-27 14:30,90% 이상,흐림,부산광역시,건축/건축물/단독주택,"1,000만 ~ 2,000만원 미만",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-27 18:00,50~59%,흐림,대전광역시,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-28 9:10,10~19%,강우,전라북도,건축/건축물/업무시설,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-29 7:40,20~29%,맑음,인천광역시,건축/건축물/업무시설,50억 ~ 100억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
사망 1명 이상,2019-07-29 7:50,20~29%,맑음,전라남도,건축/건축물/공동주택,300억 ~ 500억원 미만,건축 토공사,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-07-29 8:30,10~19%,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"1000만원 이상의 재산피해, 3일이상 휴업이 필요한 부상",2019-07-29 8:30,10% 미만,맑음,경기도,건축/건축물/자동차 관련시설,50억 ~ 100억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,1,0,1
3일이상 휴업이 필요한 부상,2019-07-29 9:30,10~19%,맑음,서울특별시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-29 10:20,10~19%,맑음,강원도,건축/건축물/교육연구시설,2억 ~ 3억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-29 10:40,10~19%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-29 10:40,20~29%,맑음,경상북도,건축/건축물/공장,10억 ~ 20억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-29 10:40,10~19%,맑음,경상북도,건축/건축물/노유자시설,20억 ~ 50억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-29 11:30,40~49%,맑음,대전광역시,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-29 11:40,70~79%,맑음,경상남도,토목/도로/도로,100억 ~ 150억원 미만,도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-29 11:50,90% 이상,맑음,울산광역시,토목/항만/기타,2억 ~ 3억원 미만,전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-29 13:10,10% 미만,안개,전라남도,건축/건축물/공장,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-07-29 13:15,50~59%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-29 14:00,10% 미만,강우,서울특별시,건축/건축물/문화 및 집회시설,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-29 14:30,70~79%,맑음,경상남도,토목/상하수도/상수도,20억 ~ 50억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-29 15:00,20~29%,맑음,경상북도,건축/건축물/공동주택,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-29 15:20,10~19%,맑음,강원도,건축/건축물/공동주택,300억 ~ 500억원 미만,지반개량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-29 15:30,90% 이상,맑음,경기도,건축/건축물/공동주택,"1,000만원 미만",조적공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-29 16:00,10~19%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-29 17:20,70~79%,맑음,경상북도,건축/건축물/공장,20억 ~ 50억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-07-29 17:30,10% 미만,맑음,전라남도,건축/건축물/공장,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-30 2:30,90% 이상,맑음,경기도,건축/건축물/공장,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-30 7:40,70~79%,맑음,울산광역시,토목/도로/도로,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-30 9:00,30~39%,맑음,서울특별시,건축/건축물/공장,"500억 ~ 1,000억원 미만",미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-30 9:30,40~49%,맑음,경기도,건축/건축물/공동주택,"1,000만원 미만",건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-30 11:03,10% 미만,맑음,충청남도,건축/건축물/공동주택,200억 ~ 300억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-30 11:17,50~59%,맑음,세종특별자치시,건축/건축물/근린생활시설,150억 ~ 200억원 미만,전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-30 11:24,90% 이상,맑음,경기도,건축/건축물/공장,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-30 11:28,20~29%,맑음,부산광역시,건축/건축물/교육연구시설,50억 ~ 100억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-30 13:00,90% 이상,흐림,서울특별시,건축/건축물/업무시설,50억 ~ 100억원 미만,창호 및 유리공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-30 13:30,70~79%,강우,서울특별시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-07-30 14:00,50~59%,맑음,서울특별시,토목/상하수도/하수도,20억 ~ 50억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-30 14:10,40~49%,맑음,경상남도,건축/건축물/교육연구시설,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,1,0,0,2
3일이상 휴업이 필요한 부상,2019-07-30 14:30,70~79%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",타일 및 돌공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-30 15:00,90% 이상,맑음,경기도,건축/건축물/공장,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-07-30 20:45,90% 이상,흐림,경기도,건축/건축물/공장,"1,000억원 이상",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-31 7:00,30~39%,맑음,충청북도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
사망 1명 이상,2019-07-31 7:10,90% 이상,강우,서울특별시,토목/상하수도/기타,"1,000억원 이상",기타,3,2,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-07-31 7:30,90% 이상,흐림,경기도,토목/상하수도/상수도,20억 ~ 50억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-31 8:00,90% 이상,맑음,광주광역시,토목/옹벽 및 절토사면/기타,"1,000만원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-31 8:10,10% 미만,맑음,대구광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-31 9:40,20~29%,맑음,충청남도,토목/상하수도/상수도,20억 ~ 50억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-07-31 10:00,90% 이상,강우,서울특별시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-31 11:10,10~19%,맑음,세종특별자치시,건축/건축물/교육연구시설,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-07-31 14:30,30~39%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-07-31 15:30,80~89%,강우,경기도,건축/건축물/공장,100억 ~ 150억원 미만,전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-07-31 16:30,10% 미만,맑음,전라남도,건축/건축물/공장,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-08-01 7:10,20~29%,강우,서울특별시,건축/건축물/업무시설,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-08-01 7:20,30~39%,흐림,서울특별시,건축/건축물/공장,150억 ~ 200억원 미만,목공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-08-01 7:40,40~49%,흐림,인천광역시,건축/건축물/업무시설,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-08-01 8:40,10% 미만,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
사망 1명 이상,2019-08-01 9:00,10% 미만,강우,인천광역시,건축/건축물/기타,20억 ~ 50억원 미만,지붕 및 홈통공사,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-08-01 10:00,30~39%,맑음,부산광역시,건축/건축물/업무시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-08-01 10:12,10~19%,흐림,서울특별시,건축/건축물/종교시설,100억 ~ 150억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-08-01 11:00,90% 이상,맑음,경기도,건축/건축물/기타,5억 ~ 10억원 미만,수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2019-08-01 11:45,40~49%,맑음,부산광역시,건축/건축물/자동차 관련시설,5억 ~ 10억원 미만,철골공사,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-08-01 13:00,80~89%,맑음,경상남도,건축/건축물/자동차 관련시설,100억 ~ 150억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-08-01 14:00,50~59%,맑음,경기도,건축/건축물/공동주택,5억 ~ 10억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-08-01 15:06,80~89%,맑음,경상남도,토목/도로/도로,3억 ~ 5억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-08-01 16:00,60~69%,맑음,서울특별시,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-08-01 16:00,40~49%,맑음,충청남도,토목/댐/용수전용댐,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-08-02 6:30,50~59%,맑음,강원도,건축/건축물/공동주택,"1,000억원 이상",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-08-02 7:00,30~39%,맑음,대전광역시,건축/건축물/공동주택,10억 ~ 20억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-08-02 7:00,30~39%,맑음,인천광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-08-02 7:40,30~39%,맑음,경기도,건축/건축물/공동주택,"2,000만 ~ 4,000만원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-08-02 9:30,20~29%,맑음,부산광역시,건축/건축물/교육연구시설,5억 ~ 10억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-08-02 12:10,10% 미만,맑음,경기도,건축/건축물/기타,"1,000억원 이상",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0
3일이상 휴업이 필요한 부상,2019-08-02 12:30,70~79%,맑음,경기도,토목/기타/부지조성,"500억 ~ 1,000억원 미만",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
